run	sample	field	value	url
ERR5087440	SAMEA7804582	host disease outcome	dead	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	organism	Plasmodium vivax	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	geographic location (latitude)	11.5564 N	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	known pathogenicity	human	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	common name	malaria parasite P. vivax	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	genotype	Pv field isolate	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	collector name	Anthony Ruberto, Caitlin Bourke	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	collecting institution	Institit Pasteur du Cambodge	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	host age	21-25 days old	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	ENA-FIRST-PUBLIC	2022-07-10	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
ERR5087440	SAMEA7804582	ENA-LAST-UPDATE	2022-07-10	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA7804582
SRR27021993	SAMN38578461	strain	Chesson	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	collection_date	2021-05-17	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	INSDC secondary accession	SRS19706460	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	NCBI submission package	Invertebrate.1.0	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	organism	Plasmodium vivax	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	host	Homo sapiens	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	geo_loc_name	USA: Bethesda	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	tissue	Blood	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	isolation_source	Saimiri boliviensis, 5709_1	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	BioSampleModel	Invertebrate	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	ENA-FIRST-PUBLIC	2023-12-01	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021993	SAMN38578461	ENA-LAST-UPDATE	2024-06-16	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578461
SRR27021972	SAMN38578489	collection_date	2021-07-19	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	isolate	Outcross	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	INSDC secondary accession	SRS19706481	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	NCBI submission package	Invertebrate.1.0	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	organism	Plasmodium vivax	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	host	Homo sapiens	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	geo_loc_name	USA: Bethesda	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	tissue	Blood	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	isolation_source	Saimiri boliviensis, 5350_1	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	BioSampleModel	Invertebrate	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	ENA-FIRST-PUBLIC	2023-12-01	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021972	SAMN38578489	ENA-LAST-UPDATE	2023-12-01	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578489
SRR27021986	SAMN38578476	collection_date	2021-05-21	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	isolate	NIH1993-F3&Chesson	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	INSDC secondary accession	SRS19706468	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	NCBI submission package	Invertebrate.1.0	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	organism	Plasmodium vivax	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	host	Homo sapiens	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	geo_loc_name	USA: Bethesda	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	tissue	Blood	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	isolation_source	Saimiri boliviensis, 5537_2	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	BioSampleModel	Invertebrate	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	ENA-FIRST-PUBLIC	2023-12-01	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
SRR27021986	SAMN38578476	ENA-LAST-UPDATE	2023-12-01	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN38578476
