source_feature_id	seurat_feature_id	total_umi	annotated_rrna_removed	retained_in_source_object
PVP01_0118400	PVP01-0118400	276	FALSE	TRUE
PVP01_0118500	PVP01-0118500	195	FALSE	TRUE
PVP01_0118600	PVP01-0118600	1020	FALSE	TRUE
PVP01_0118700	PVP01-0118700	90	FALSE	TRUE
PVP01_0118800	PVP01-0118800	369	FALSE	TRUE
PVP01_0118900	PVP01-0118900	10	FALSE	TRUE
PVP01_0119000	PVP01-0119000	6	TRUE	FALSE
PVP01_0119100	PVP01-0119100	337	TRUE	FALSE
PVP01_0119200	PVP01-0119200	106	FALSE	TRUE
PVP01_0119300	PVP01-0119300	39	FALSE	TRUE
PVP01_0119400	PVP01-0119400	195	FALSE	TRUE
PVP01_0119500	PVP01-0119500	1798	FALSE	TRUE
PVP01_0119600	PVP01-0119600	58	FALSE	TRUE
PVP01_0119700	PVP01-0119700	49	FALSE	TRUE
PVP01_0119800	PVP01-0119800	19	FALSE	TRUE
PVP01_0119900	PVP01-0119900	247	FALSE	TRUE
PVP01_0120000	PVP01-0120000	18	FALSE	TRUE
PVP01_0120100	PVP01-0120100	1	FALSE	TRUE
PVP01_0120200	PVP01-0120200	5	FALSE	TRUE
PVP01_0120300	PVP01-0120300	1	FALSE	TRUE
PVP01_0120400	PVP01-0120400	5	FALSE	TRUE
PVP01_0120500	PVP01-0120500	2	FALSE	TRUE
PVP01_0120600	PVP01-0120600	0	FALSE	FALSE
PVP01_0120700	PVP01-0120700	0	FALSE	FALSE
PVP01_0120800	PVP01-0120800	1	FALSE	TRUE
PVP01_0120900	PVP01-0120900	0	FALSE	FALSE
PVP01_0121000	PVP01-0121000	0	FALSE	FALSE
PVP01_0121100	PVP01-0121100	0	FALSE	FALSE
PVP01_0121200	PVP01-0121200	0	FALSE	FALSE
PVP01_0121300	PVP01-0121300	0	FALSE	FALSE
PVP01_0121400	PVP01-0121400	0	FALSE	FALSE
PVP01_0121500	PVP01-0121500	0	FALSE	FALSE
PVP01_0121600	PVP01-0121600	1	FALSE	TRUE
PVP01_0121700	PVP01-0121700	1	FALSE	TRUE
PVP01_0121800	PVP01-0121800	0	FALSE	FALSE
PVP01_0121900	PVP01-0121900	2	FALSE	TRUE
PVP01_0122000	PVP01-0122000	9	FALSE	TRUE
PVP01_0122100	PVP01-0122100	2	FALSE	TRUE
PVP01_0122200	PVP01-0122200	0	FALSE	FALSE
PVP01_1000100	PVP01-1000100	0	FALSE	FALSE
PVP01_1000200	PVP01-1000200	2	FALSE	TRUE
PVP01_1000300	PVP01-1000300	0	FALSE	FALSE
PVP01_1000400	PVP01-1000400	0	FALSE	FALSE
PVP01_1000500	PVP01-1000500	1	FALSE	TRUE
PVP01_1000550	PVP01-1000550	0	FALSE	FALSE
PVP01_1000600	PVP01-1000600	0	FALSE	FALSE
PVP01_1000700	PVP01-1000700	0	FALSE	FALSE
PVP01_1000800	PVP01-1000800	0	FALSE	FALSE
PVP01_1000900	PVP01-1000900	0	FALSE	FALSE
PVP01_1001000	PVP01-1001000	0	FALSE	FALSE
PVP01_1001100	PVP01-1001100	0	FALSE	FALSE
PVP01_1001200	PVP01-1001200	0	FALSE	FALSE
PVP01_1001300	PVP01-1001300	0	FALSE	FALSE
PVP01_1001400	PVP01-1001400	0	FALSE	FALSE
PVP01_1001500	PVP01-1001500	0	FALSE	FALSE
PVP01_1001600	PVP01-1001600	1	FALSE	TRUE
PVP01_1001700	PVP01-1001700	0	FALSE	FALSE
PVP01_1001800	PVP01-1001800	0	FALSE	FALSE
PVP01_1001850	PVP01-1001850	0	FALSE	FALSE
PVP01_1001900	PVP01-1001900	0	FALSE	FALSE
PVP01_1001950	PVP01-1001950	2	FALSE	TRUE
PVP01_1002000	PVP01-1002000	0	FALSE	FALSE
PVP01_1002100	PVP01-1002100	1	FALSE	TRUE
PVP01_1002200	PVP01-1002200	6	FALSE	TRUE
PVP01_1002300	PVP01-1002300	3	FALSE	TRUE
PVP01_1002350	PVP01-1002350	147	FALSE	TRUE
PVP01_1002400	PVP01-1002400	1905	FALSE	TRUE
PVP01_1002500	PVP01-1002500	551	FALSE	TRUE
PVP01_1002600	PVP01-1002600	28	FALSE	TRUE
PVP01_1002700	PVP01-1002700	838	FALSE	TRUE
PVP01_1002800	PVP01-1002800	51	FALSE	TRUE
PVP01_1002900	PVP01-1002900	6538	FALSE	TRUE
PVP01_1003000	PVP01-1003000	473	FALSE	TRUE
PVP01_1003100	PVP01-1003100	670	FALSE	TRUE
PVP01_1003200	PVP01-1003200	1362	FALSE	TRUE
PVP01_1003300	PVP01-1003300	154	FALSE	TRUE
PVP01_1003400	PVP01-1003400	732	FALSE	TRUE
PVP01_1003500	PVP01-1003500	203	FALSE	TRUE
PVP01_1003600	PVP01-1003600	234	FALSE	TRUE
PVP01_1003700	PVP01-1003700	4765	FALSE	TRUE
PVP01_1003800	PVP01-1003800	936	FALSE	TRUE
PVP01_1003900	PVP01-1003900	13	FALSE	TRUE
PVP01_1004000	PVP01-1004000	2295	FALSE	TRUE
PVP01_1004100	PVP01-1004100	136	FALSE	TRUE
PVP01_1004200	PVP01-1004200	181	FALSE	TRUE
PVP01_1004300	PVP01-1004300	0	FALSE	FALSE
PVP01_1004400	PVP01-1004400	436	FALSE	TRUE
PVP01_1004500	PVP01-1004500	110	FALSE	TRUE
PVP01_1004600	PVP01-1004600	53	FALSE	TRUE
PVP01_1004700	PVP01-1004700	103	FALSE	TRUE
PVP01_1004800	PVP01-1004800	248	FALSE	TRUE
PVP01_1004900	PVP01-1004900	58	FALSE	TRUE
PVP01_1005000	PVP01-1005000	122	FALSE	TRUE
PVP01_1005100	PVP01-1005100	52	FALSE	TRUE
PVP01_1005200	PVP01-1005200	1364	FALSE	TRUE
PVP01_1005300	PVP01-1005300	2089	FALSE	TRUE
PVP01_1005400	PVP01-1005400	5858	FALSE	TRUE
PVP01_1005500	PVP01-1005500	4066	FALSE	TRUE
PVP01_1005600	PVP01-1005600	497	FALSE	TRUE
PVP01_1005700	PVP01-1005700	173	FALSE	TRUE
PVP01_1005800	PVP01-1005800	329	FALSE	TRUE
PVP01_1005900	PVP01-1005900	9231	FALSE	TRUE
PVP01_1006000	PVP01-1006000	50	FALSE	TRUE
PVP01_1006100	PVP01-1006100	19	FALSE	TRUE
PVP01_1006200	PVP01-1006200	4023	FALSE	TRUE
PVP01_1006300	PVP01-1006300	634	FALSE	TRUE
PVP01_1006400	PVP01-1006400	429	FALSE	TRUE
PVP01_1006500	PVP01-1006500	85	FALSE	TRUE
PVP01_1006600	PVP01-1006600	130	FALSE	TRUE
PVP01_1006700	PVP01-1006700	5861	FALSE	TRUE
PVP01_1006800	PVP01-1006800	4185	FALSE	TRUE
PVP01_1006900	PVP01-1006900	2876	FALSE	TRUE
PVP01_1007000	PVP01-1007000	207	FALSE	TRUE
PVP01_1007100	PVP01-1007100	179	FALSE	TRUE
PVP01_1007200	PVP01-1007200	447	FALSE	TRUE
PVP01_1007250	PVP01-1007250	1	FALSE	TRUE
PVP01_1007300	PVP01-1007300	166	FALSE	TRUE
PVP01_1007400	PVP01-1007400	1028	FALSE	TRUE
PVP01_1007500	PVP01-1007500	1122	FALSE	TRUE
PVP01_1007600	PVP01-1007600	930	FALSE	TRUE
PVP01_1007700	PVP01-1007700	467	FALSE	TRUE
PVP01_1007800	PVP01-1007800	4345	FALSE	TRUE
PVP01_1007900	PVP01-1007900	396	FALSE	TRUE
PVP01_1008000	PVP01-1008000	1657	FALSE	TRUE
PVP01_1008100	PVP01-1008100	239	FALSE	TRUE
PVP01_1008200	PVP01-1008200	72	FALSE	TRUE
PVP01_1008300	PVP01-1008300	80	FALSE	TRUE
PVP01_1008400	PVP01-1008400	36	FALSE	TRUE
PVP01_1008500	PVP01-1008500	3502	FALSE	TRUE
PVP01_1008600	PVP01-1008600	1167	FALSE	TRUE
PVP01_1008700	PVP01-1008700	88	FALSE	TRUE
PVP01_1008800	PVP01-1008800	61	FALSE	TRUE
PVP01_1008900	PVP01-1008900	351	FALSE	TRUE
PVP01_1009000	PVP01-1009000	191	FALSE	TRUE
PVP01_1009100	PVP01-1009100	207	FALSE	TRUE
PVP01_1009200	PVP01-1009200	4105	FALSE	TRUE
PVP01_1009300	PVP01-1009300	701	FALSE	TRUE
PVP01_1009400	PVP01-1009400	168	FALSE	TRUE
PVP01_1009500	PVP01-1009500	1781	FALSE	TRUE
PVP01_1009600	PVP01-1009600	28	FALSE	TRUE
PVP01_1009700	PVP01-1009700	218	FALSE	TRUE
PVP01_1009800	PVP01-1009800	162	FALSE	TRUE
PVP01_1009900	PVP01-1009900	658	FALSE	TRUE
PVP01_1010000	PVP01-1010000	752	FALSE	TRUE
PVP01_1010100	PVP01-1010100	1735	FALSE	TRUE
PVP01_1010200	PVP01-1010200	996	FALSE	TRUE
PVP01_1010300	PVP01-1010300	336	FALSE	TRUE
PVP01_1010400	PVP01-1010400	1960	FALSE	TRUE
PVP01_1010500	PVP01-1010500	1637	FALSE	TRUE
PVP01_1010600	PVP01-1010600	1529	FALSE	TRUE
PVP01_1010700	PVP01-1010700	293	FALSE	TRUE
PVP01_1010800	PVP01-1010800	350	FALSE	TRUE
PVP01_1010900	PVP01-1010900	2579	FALSE	TRUE
PVP01_1011000	PVP01-1011000	784	FALSE	TRUE
PVP01_1011100	PVP01-1011100	780	FALSE	TRUE
PVP01_1011200	PVP01-1011200	1131	FALSE	TRUE
PVP01_1011300	PVP01-1011300	581	FALSE	TRUE
PVP01_1011400	PVP01-1011400	103	FALSE	TRUE
PVP01_1011500	PVP01-1011500	641	FALSE	TRUE
PVP01_1011600	PVP01-1011600	2060	FALSE	TRUE
PVP01_1011700	PVP01-1011700	992	FALSE	TRUE
PVP01_1011800	PVP01-1011800	1851	FALSE	TRUE
PVP01_1011900	PVP01-1011900	3662	FALSE	TRUE
PVP01_1012000	PVP01-1012000	383	FALSE	TRUE
PVP01_1012100	PVP01-1012100	92	FALSE	TRUE
PVP01_1012200	PVP01-1012200	49	FALSE	TRUE
PVP01_1012300	PVP01-1012300	10	FALSE	TRUE
PVP01_1012400	PVP01-1012400	36	FALSE	TRUE
PVP01_1012500	PVP01-1012500	165	FALSE	TRUE
PVP01_1012600	PVP01-1012600	534	FALSE	TRUE
PVP01_1012700	PVP01-1012700	256	FALSE	TRUE
PVP01_1012800	PVP01-1012800	253	FALSE	TRUE
PVP01_1012900	PVP01-1012900	7096	FALSE	TRUE
PVP01_1013000	PVP01-1013000	656	FALSE	TRUE
PVP01_1013100	PVP01-1013100	663	FALSE	TRUE
PVP01_1013200	PVP01-1013200	100	FALSE	TRUE
PVP01_1013300	PVP01-1013300	2078	FALSE	TRUE
PVP01_1013400	PVP01-1013400	182	FALSE	TRUE
PVP01_1013500	PVP01-1013500	1253	FALSE	TRUE
PVP01_1013600	PVP01-1013600	1367	FALSE	TRUE
PVP01_1013700	PVP01-1013700	623	FALSE	TRUE
PVP01_1013800	PVP01-1013800	2594	FALSE	TRUE
PVP01_1013900	PVP01-1013900	289	FALSE	TRUE
PVP01_1014000	PVP01-1014000	1043	FALSE	TRUE
PVP01_1014100	PVP01-1014100	185	FALSE	TRUE
PVP01_1014200	PVP01-1014200	600	FALSE	TRUE
PVP01_1014300	PVP01-1014300	2277	FALSE	TRUE
PVP01_1014400	PVP01-1014400	524	FALSE	TRUE
PVP01_1014500	PVP01-1014500	200	FALSE	TRUE
PVP01_1014600	PVP01-1014600	5112	FALSE	TRUE
PVP01_1014700	PVP01-1014700	7338	FALSE	TRUE
PVP01_1014800	PVP01-1014800	5224	FALSE	TRUE
PVP01_1014900	PVP01-1014900	2899	FALSE	TRUE
PVP01_1015000	PVP01-1015000	548	FALSE	TRUE
PVP01_1015100	PVP01-1015100	472	FALSE	TRUE
PVP01_1015200	PVP01-1015200	77	FALSE	TRUE
PVP01_1015300	PVP01-1015300	191	FALSE	TRUE
PVP01_1015400	PVP01-1015400	167	FALSE	TRUE
PVP01_1015500	PVP01-1015500	7	FALSE	TRUE
PVP01_1015600	PVP01-1015600	192	FALSE	TRUE
PVP01_1015700	PVP01-1015700	114	FALSE	TRUE
PVP01_1015800	PVP01-1015800	594	FALSE	TRUE
PVP01_1015900	PVP01-1015900	198	FALSE	TRUE
PVP01_1016000	PVP01-1016000	186	FALSE	TRUE
PVP01_1016100	PVP01-1016100	23	FALSE	TRUE
PVP01_1016200	PVP01-1016200	1304	FALSE	TRUE
PVP01_1016300	PVP01-1016300	1334	FALSE	TRUE
PVP01_1016400	PVP01-1016400	33	FALSE	TRUE
PVP01_1016500	PVP01-1016500	77	FALSE	TRUE
PVP01_1016600	PVP01-1016600	1201	FALSE	TRUE
PVP01_1016700	PVP01-1016700	653	FALSE	TRUE
PVP01_1016800	PVP01-1016800	72	FALSE	TRUE
PVP01_1016900	PVP01-1016900	138	FALSE	TRUE
PVP01_1017000	PVP01-1017000	57	FALSE	TRUE
PVP01_1017100	PVP01-1017100	679	FALSE	TRUE
PVP01_1017200	PVP01-1017200	239	FALSE	TRUE
PVP01_1017300	PVP01-1017300	332	FALSE	TRUE
PVP01_1017400	PVP01-1017400	901	FALSE	TRUE
PVP01_1017500	PVP01-1017500	107	FALSE	TRUE
PVP01_1017600	PVP01-1017600	336	FALSE	TRUE
PVP01_1017700	PVP01-1017700	5015	FALSE	TRUE
PVP01_1017800	PVP01-1017800	298	FALSE	TRUE
PVP01_1017900	PVP01-1017900	645	FALSE	TRUE
PVP01_1018000	PVP01-1018000	76	FALSE	TRUE
PVP01_1018100	PVP01-1018100	121	FALSE	TRUE
PVP01_1018200	PVP01-1018200	1539	FALSE	TRUE
PVP01_1018300	PVP01-1018300	3830	FALSE	TRUE
PVP01_1018400	PVP01-1018400	6992	FALSE	TRUE
PVP01_1018500	PVP01-1018500	229	FALSE	TRUE
PVP01_1018600	PVP01-1018600	72	FALSE	TRUE
PVP01_1018700	PVP01-1018700	230	FALSE	TRUE
PVP01_1018800	PVP01-1018800	44	FALSE	TRUE
PVP01_1018900	PVP01-1018900	20	FALSE	TRUE
PVP01_1019000	PVP01-1019000	1079	FALSE	TRUE
PVP01_1019100	PVP01-1019100	664	FALSE	TRUE
PVP01_1019200	PVP01-1019200	128	FALSE	TRUE
PVP01_1019300	PVP01-1019300	1627	FALSE	TRUE
PVP01_1019400	PVP01-1019400	1077	FALSE	TRUE
PVP01_1019500	PVP01-1019500	0	FALSE	FALSE
PVP01_1019600	PVP01-1019600	469	FALSE	TRUE
PVP01_1019700	PVP01-1019700	1038	FALSE	TRUE
PVP01_1019800	PVP01-1019800	12	FALSE	TRUE
PVP01_1019900	PVP01-1019900	619	FALSE	TRUE
PVP01_1020000	PVP01-1020000	405	FALSE	TRUE
PVP01_1020100	PVP01-1020100	1471	FALSE	TRUE
PVP01_1020200	PVP01-1020200	410	FALSE	TRUE
PVP01_1020300	PVP01-1020300	2190	FALSE	TRUE
PVP01_1020400	PVP01-1020400	3090	FALSE	TRUE
PVP01_1020500	PVP01-1020500	869	FALSE	TRUE
PVP01_1020600	PVP01-1020600	879	FALSE	TRUE
PVP01_1020700	PVP01-1020700	547	FALSE	TRUE
PVP01_1020800	PVP01-1020800	4258	FALSE	TRUE
PVP01_1020900	PVP01-1020900	1675	FALSE	TRUE
PVP01_1021000	PVP01-1021000	893	FALSE	TRUE
PVP01_1021100	PVP01-1021100	74	FALSE	TRUE
PVP01_1021200	PVP01-1021200	1182	FALSE	TRUE
PVP01_1021300	PVP01-1021300	1677	FALSE	TRUE
PVP01_1021400	PVP01-1021400	757	FALSE	TRUE
PVP01_1021500	PVP01-1021500	666	FALSE	TRUE
PVP01_1021700	PVP01-1021700	152	FALSE	TRUE
PVP01_1021600	PVP01-1021600	64	FALSE	TRUE
PVP01_1021800	PVP01-1021800	291	FALSE	TRUE
PVP01_1021900	PVP01-1021900	1215	FALSE	TRUE
PVP01_1022000	PVP01-1022000	4425	FALSE	TRUE
PVP01_1022100	PVP01-1022100	275	FALSE	TRUE
PVP01_1022200	PVP01-1022200	233	FALSE	TRUE
PVP01_1022300	PVP01-1022300	12057	FALSE	TRUE
PVP01_1022400	PVP01-1022400	966	FALSE	TRUE
PVP01_1022500	PVP01-1022500	678	FALSE	TRUE
PVP01_1022600	PVP01-1022600	248	FALSE	TRUE
PVP01_1022700	PVP01-1022700	473	FALSE	TRUE
PVP01_1022800	PVP01-1022800	380	FALSE	TRUE
PVP01_1022900	PVP01-1022900	466	FALSE	TRUE
PVP01_1023000	PVP01-1023000	1406	FALSE	TRUE
PVP01_1023100	PVP01-1023100	1419	FALSE	TRUE
PVP01_1023200	PVP01-1023200	6647	FALSE	TRUE
PVP01_1023300	PVP01-1023300	89	FALSE	TRUE
PVP01_1023400	PVP01-1023400	5	FALSE	TRUE
PVP01_1023500	PVP01-1023500	1302	FALSE	TRUE
PVP01_1023600	PVP01-1023600	733	FALSE	TRUE
PVP01_1023700	PVP01-1023700	936	FALSE	TRUE
PVP01_1023800	PVP01-1023800	1515	FALSE	TRUE
PVP01_1023900	PVP01-1023900	4378	FALSE	TRUE
PVP01_1024000	PVP01-1024000	711	FALSE	TRUE
PVP01_1024100	PVP01-1024100	16	FALSE	TRUE
PVP01_1024200	PVP01-1024200	501	FALSE	TRUE
PVP01_1024300	PVP01-1024300	1373	FALSE	TRUE
PVP01_1024400	PVP01-1024400	7179	FALSE	TRUE
PVP01_1024500	PVP01-1024500	18	FALSE	TRUE
PVP01_1024600	PVP01-1024600	67	FALSE	TRUE
PVP01_1024700	PVP01-1024700	382	FALSE	TRUE
PVP01_1024800	PVP01-1024800	2483	FALSE	TRUE
PVP01_1024900	PVP01-1024900	73	FALSE	TRUE
PVP01_1025000	PVP01-1025000	915	FALSE	TRUE
PVP01_1025100	PVP01-1025100	2361	FALSE	TRUE
PVP01_1025200	PVP01-1025200	676	FALSE	TRUE
PVP01_1025300	PVP01-1025300	306	FALSE	TRUE
PVP01_1025400	PVP01-1025400	67	FALSE	TRUE
PVP01_1025500	PVP01-1025500	650	FALSE	TRUE
PVP01_1025600	PVP01-1025600	38	FALSE	TRUE
PVP01_1025700	PVP01-1025700	741	FALSE	TRUE
PVP01_1025800	PVP01-1025800	481	FALSE	TRUE
PVP01_1025900	PVP01-1025900	1342	FALSE	TRUE
PVP01_1026000	PVP01-1026000	2957	FALSE	TRUE
PVP01_1026100	PVP01-1026100	744	FALSE	TRUE
PVP01_1026200	PVP01-1026200	83	FALSE	TRUE
PVP01_1026300	PVP01-1026300	939	FALSE	TRUE
PVP01_1026400	PVP01-1026400	868	FALSE	TRUE
PVP01_1026500	PVP01-1026500	30	FALSE	TRUE
PVP01_1026600	PVP01-1026600	71	FALSE	TRUE
PVP01_1026700	PVP01-1026700	74	FALSE	TRUE
PVP01_1026800	PVP01-1026800	177	FALSE	TRUE
PVP01_1026900	PVP01-1026900	486	FALSE	TRUE
PVP01_1027000	PVP01-1027000	1848	FALSE	TRUE
PVP01_1027100	PVP01-1027100	1301	FALSE	TRUE
PVP01_1027200	PVP01-1027200	1699	FALSE	TRUE
PVP01_1027300	PVP01-1027300	59	FALSE	TRUE
PVP01_1027400	PVP01-1027400	427	FALSE	TRUE
PVP01_1027500	PVP01-1027500	182	FALSE	TRUE
PVP01_1027600	PVP01-1027600	127	FALSE	TRUE
PVP01_1027700	PVP01-1027700	1210	FALSE	TRUE
PVP01_1027800	PVP01-1027800	2454	FALSE	TRUE
PVP01_1027900	PVP01-1027900	2481	FALSE	TRUE
PVP01_1028000	PVP01-1028000	3619	FALSE	TRUE
PVP01_1028100	PVP01-1028100	1678	FALSE	TRUE
PVP01_1028200	PVP01-1028200	2379	FALSE	TRUE
PVP01_1028300	PVP01-1028300	721	FALSE	TRUE
PVP01_1028400	PVP01-1028400	3160	FALSE	TRUE
PVP01_1028500	PVP01-1028500	957	FALSE	TRUE
PVP01_1028600	PVP01-1028600	578	FALSE	TRUE
PVP01_1028700	PVP01-1028700	1942	FALSE	TRUE
PVP01_1028800	PVP01-1028800	477	FALSE	TRUE
PVP01_1028900	PVP01-1028900	173	FALSE	TRUE
PVP01_1029000	PVP01-1029000	498	FALSE	TRUE
PVP01_1029100	PVP01-1029100	234	FALSE	TRUE
PVP01_1029200	PVP01-1029200	499	FALSE	TRUE
PVP01_1029300	PVP01-1029300	130	FALSE	TRUE
PVP01_1029400	PVP01-1029400	173	FALSE	TRUE
PVP01_1029500	PVP01-1029500	243	FALSE	TRUE
PVP01_1029600	PVP01-1029600	80	FALSE	TRUE
PVP01_1029700	PVP01-1029700	862	FALSE	TRUE
PVP01_1029800	PVP01-1029800	2671	FALSE	TRUE
PVP01_1029900	PVP01-1029900	1228	FALSE	TRUE
PVP01_1030000	PVP01-1030000	461	FALSE	TRUE
PVP01_1030100	PVP01-1030100	51	FALSE	TRUE
PVP01_1030200	PVP01-1030200	37	FALSE	TRUE
PVP01_1030300	PVP01-1030300	1862	FALSE	TRUE
PVP01_1030400	PVP01-1030400	3318	FALSE	TRUE
PVP01_1030500	PVP01-1030500	1722	FALSE	TRUE
PVP01_1030600	PVP01-1030600	4572	FALSE	TRUE
PVP01_1030700	PVP01-1030700	1825	FALSE	TRUE
PVP01_1030800	PVP01-1030800	814	FALSE	TRUE
PVP01_1030900	PVP01-1030900	83	FALSE	TRUE
PVP01_1031000	PVP01-1031000	9	FALSE	TRUE
PVP01_1031100	PVP01-1031100	17	FALSE	TRUE
PVP01_1031200	PVP01-1031200	27	FALSE	TRUE
PVP01_1031300	PVP01-1031300	43	FALSE	TRUE
PVP01_1031400	PVP01-1031400	75	FALSE	TRUE
PVP01_1031500	PVP01-1031500	16	FALSE	TRUE
PVP01_1031600	PVP01-1031600	16	FALSE	TRUE
PVP01_1031700	PVP01-1031700	74	FALSE	TRUE
PVP01_1031800	PVP01-1031800	1010	FALSE	TRUE
PVP01_1031900	PVP01-1031900	430	FALSE	TRUE
PVP01_1032000	PVP01-1032000	1170	FALSE	TRUE
PVP01_1032100	PVP01-1032100	1178	FALSE	TRUE
PVP01_1032200	PVP01-1032200	801	FALSE	TRUE
PVP01_1032300	PVP01-1032300	7	FALSE	TRUE
PVP01_1032400	PVP01-1032400	66	FALSE	TRUE
PVP01_1032500	PVP01-1032500	81	FALSE	TRUE
PVP01_1032600	PVP01-1032600	7315	FALSE	TRUE
PVP01_1032700	PVP01-1032700	467	FALSE	TRUE
PVP01_1032800	PVP01-1032800	1451	FALSE	TRUE
PVP01_1032900	PVP01-1032900	352	FALSE	TRUE
PVP01_1033000	PVP01-1033000	1183	FALSE	TRUE
PVP01_1033100	PVP01-1033100	602	FALSE	TRUE
PVP01_1033200	PVP01-1033200	2850	FALSE	TRUE
PVP01_1033300	PVP01-1033300	287	FALSE	TRUE
PVP01_1033400	PVP01-1033400	2009	FALSE	TRUE
PVP01_1033500	PVP01-1033500	10312	FALSE	TRUE
PVP01_1033600	PVP01-1033600	246	FALSE	TRUE
PVP01_1033700	PVP01-1033700	508	FALSE	TRUE
PVP01_1033800	PVP01-1033800	729	FALSE	TRUE
PVP01_1033900	PVP01-1033900	64	FALSE	TRUE
PVP01_1034000	PVP01-1034000	20	FALSE	TRUE
PVP01_1034100	PVP01-1034100	133	FALSE	TRUE
PVP01_1034200	PVP01-1034200	17	FALSE	TRUE
PVP01_1034300	PVP01-1034300	36	FALSE	TRUE
PVP01_1034400	PVP01-1034400	16	FALSE	TRUE
PVP01_1034500	PVP01-1034500	11	FALSE	TRUE
PVP01_1034600	PVP01-1034600	5	FALSE	TRUE
PVP01_1034700	PVP01-1034700	89	FALSE	TRUE
PVP01_1034800	PVP01-1034800	2	FALSE	TRUE
PVP01_1034900	PVP01-1034900	10	FALSE	TRUE
PVP01_1035000	PVP01-1035000	7	FALSE	TRUE
PVP01_1035100	PVP01-1035100	7	FALSE	TRUE
PVP01_1035200	PVP01-1035200	10	FALSE	TRUE
PVP01_1035300	PVP01-1035300	6	FALSE	TRUE
PVP01_1035350	PVP01-1035350	1	FALSE	TRUE
PVP01_1035400	PVP01-1035400	1	FALSE	TRUE
PVP01_1035500	PVP01-1035500	0	FALSE	FALSE
PVP01_1035600	PVP01-1035600	0	FALSE	FALSE
PVP01_1035700	PVP01-1035700	0	FALSE	FALSE
PVP01_1035800	PVP01-1035800	0	FALSE	FALSE
PVP01_1035900	PVP01-1035900	0	FALSE	FALSE
PVP01_1036000	PVP01-1036000	0	FALSE	FALSE
PVP01_1036100	PVP01-1036100	0	FALSE	FALSE
PVP01_1400100	PVP01-1400100	7	FALSE	TRUE
PVP01_1400200	PVP01-1400200	45	FALSE	TRUE
PVP01_1400300	PVP01-1400300	4	FALSE	TRUE
PVP01_1400400	PVP01-1400400	24	FALSE	TRUE
PVP01_1400500	PVP01-1400500	3	FALSE	TRUE
PVP01_1400600	PVP01-1400600	55	FALSE	TRUE
PVP01_1400700	PVP01-1400700	3	FALSE	TRUE
PVP01_1400800	PVP01-1400800	131	FALSE	TRUE
PVP01_1400900	PVP01-1400900	4	FALSE	TRUE
PVP01_1401000	PVP01-1401000	8	FALSE	TRUE
PVP01_1401100	PVP01-1401100	25	FALSE	TRUE
PVP01_1401200	PVP01-1401200	36	FALSE	TRUE
PVP01_1401300	PVP01-1401300	883	FALSE	TRUE
PVP01_1401400	PVP01-1401400	5401	FALSE	TRUE
PVP01_1401500	PVP01-1401500	973	FALSE	TRUE
PVP01_1401600	PVP01-1401600	28	FALSE	TRUE
PVP01_1401700	PVP01-1401700	1233	FALSE	TRUE
PVP01_1401800	PVP01-1401800	398	FALSE	TRUE
PVP01_1401900	PVP01-1401900	348	FALSE	TRUE
PVP01_1402000	PVP01-1402000	241	FALSE	TRUE
PVP01_1402100	PVP01-1402100	854	FALSE	TRUE
PVP01_1402200	PVP01-1402200	1335	FALSE	TRUE
PVP01_1402300	PVP01-1402300	36	FALSE	TRUE
PVP01_1402400	PVP01-1402400	111	FALSE	TRUE
PVP01_1402500	PVP01-1402500	566	FALSE	TRUE
PVP01_1402600	PVP01-1402600	3218	FALSE	TRUE
PVP01_1402700	PVP01-1402700	328	FALSE	TRUE
PVP01_1402800	PVP01-1402800	233	FALSE	TRUE
PVP01_1402900	PVP01-1402900	35	FALSE	TRUE
PVP01_1403000	PVP01-1403000	167	FALSE	TRUE
PVP01_1403100	PVP01-1403100	98	FALSE	TRUE
PVP01_1403200	PVP01-1403200	338	FALSE	TRUE
PVP01_1403300	PVP01-1403300	266	FALSE	TRUE
PVP01_1403400	PVP01-1403400	1205	FALSE	TRUE
PVP01_1403500	PVP01-1403500	156	FALSE	TRUE
PVP01_1403600	PVP01-1403600	7191	FALSE	TRUE
PVP01_1403700	PVP01-1403700	175	FALSE	TRUE
PVP01_1403800	PVP01-1403800	25	FALSE	TRUE
PVP01_1403900	PVP01-1403900	132	FALSE	TRUE
PVP01_1404000	PVP01-1404000	2262	FALSE	TRUE
PVP01_1404100	PVP01-1404100	1711	FALSE	TRUE
PVP01_1404200	PVP01-1404200	1299	FALSE	TRUE
PVP01_1404300	PVP01-1404300	3591	FALSE	TRUE
PVP01_1404400	PVP01-1404400	730	FALSE	TRUE
PVP01_1404500	PVP01-1404500	232	FALSE	TRUE
PVP01_1404600	PVP01-1404600	899	FALSE	TRUE
PVP01_1404700	PVP01-1404700	418	FALSE	TRUE
PVP01_1404800	PVP01-1404800	115	FALSE	TRUE
PVP01_1404900	PVP01-1404900	498	FALSE	TRUE
PVP01_1405000	PVP01-1405000	843	FALSE	TRUE
PVP01_1405100	PVP01-1405100	455	FALSE	TRUE
PVP01_1405200	PVP01-1405200	580	FALSE	TRUE
PVP01_1405300	PVP01-1405300	496	FALSE	TRUE
PVP01_1405400	PVP01-1405400	419	FALSE	TRUE
PVP01_1405500	PVP01-1405500	26	FALSE	TRUE
